Code géographique,Médiane du niveau vie (€)
80242,25210
80243,s
80244,21920
80245,20560
80246,26400
80247,19840
80248,19640
80249,21510
80250,22720
80251,21680
80252,20740
80253,18430
80256,23650
80258,s
80259,s
80260,28240
80261,33680
80262,23550
80263,s
80264,s
80265,21110
80266,21410
80267,22090
80268,25540
80269,22020
80270,s
80271,19470
80272,21100
80273,24780
80274,19890
80275,21860
80276,24730
80278,23000
80279,21450
80280,20500
80281,23240
80282,22310
80283,21030
80284,21450
80285,26690
80287,21320
80288,22340
80290,20480
80291,28130
80292,22180
80293,25380
80294,18430
80295,21920
80296,19070
80297,s
80298,21710
80299,22700
80300,22740
80301,22780
80302,23940
80303,23120
80304,s
80305,28420
80306,22990
80307,20160
80308,20140
80310,21270
80311,22940
80312,20160
80313,21160
80314,21970
80315,26490
80316,23770
80317,22890
80318,19160
80319,27330
80320,22750
80321,24670
80322,20090
80324,22060
80325,s
80326,23180
80327,21410
80328,22020
80329,20650
80330,20560
80331,22950
80332,21050
80333,22110
80334,23780
80335,22690
80336,s
80337,24730
80338,23530
80339,21200
80340,19820
80341,24900
80342,22630
80343,21680
80344,25000
80345,21390
80346,20060
80347,24340
80348,19920
80349,24880
80350,24970
80351,24700
80352,20510
80353,19410
80354,21070
80355,21300
80356,s
80357,25340
80358,24310
80359,22900
80360,20370
80361,s
80362,21270
80364,22370
80365,22120
80366,22970
80367,23280
80368,19640
80369,18040
80371,20090
80372,21450
80373,18520
80374,20890
80375,21990
80376,26780
80377,21300
80378,s
80379,28890
80380,22370
80381,s
80383,s
80384,20680
80385,24990
80386,20040
80387,26200
80388,20250
80390,23890
80391,s
80392,22440
80393,22870
80395,21860
80396,20780
80397,23940
80399,28430
80400,22310
80401,23940
80402,26790
80403,25430
80404,23540
80405,26170
80406,20140
80407,23610
80408,22060
80409,25500
80410,17450
80411,22890
80412,25990
80413,s
80414,28450
80415,23060
80416,23410
80417,19390
80418,s
80420,20880
80421,20930
80422,24290
80423,26760
80424,29210
80425,21020
80426,24420
80427,22260
80428,23220
80429,22770
80430,20520
80431,24630
80432,24000
80433,s
80434,22980
80435,s
80436,23840
80437,24260
80438,18700
80439,22310
80440,19450
80442,21190
80443,21200
80444,22920
80445,20020
80446,23350
80449,s
80450,20790
80451,21310
80452,23680
80453,22840
80455,s
80456,23470
80458,25860
80459,s
80460,s
80461,25400
80462,23310
80463,23640
80464,21330
80465,22360
80466,23260
80467,20630
80468,21350
80469,24540
80470,22600
80472,22300
80473,21780
80474,21140
80475,21430
80476,20640
80477,19920
80478,20860
80479,21960
80480,s
80481,19800
80482,22000
80484,18610
80485,24640
80486,20030
80487,s
80488,20410
80489,21450
80490,22680
80491,s
80493,19670
80494,23480
80495,20290
80496,19220
80497,22950
80498,21810
80499,22060
80500,20570
80501,19580
80502,24110
80503,21580
80504,s
80505,25340
80507,23690
80508,s
80509,19610
80511,23390
80512,21170
80513,22650
80514,24640
80515,22520
80516,21120
80517,23470
80518,21120
80519,20480
80520,20530
80521,21360
80522,22940
80523,23100
80524,20670
80525,25930
80526,21540
80527,22670
80528,s
80529,20570
80530,23330
80531,18690
80533,19840
80535,21530
80536,22490
80537,s
80538,23160
80540,22180
80541,22340
80542,21790
80543,25200
80544,18120
80545,25730
80546,23320
80547,25350
80548,22170
80549,21120
80550,24800
80552,20220
80553,26650
80554,22940
80555,22440
80556,22110
80557,20930
80558,21330
80559,21680
80560,22790
80561,19510
80562,26780
80563,s
80565,s
80566,23050
80568,21490
80569,20700
80570,21160
80571,21960
80572,21940
80573,21930
80574,s
80575,s
80576,21800
80577,24850
80578,22860
80579,21510
80580,21690
80582,24270
80583,26720
80584,25920
80585,19090
80586,18960
80587,s
80588,23470
80589,s
80590,23400
80591,21390
80592,19530
80593,22380
80595,23110
80596,20650
80597,22040
80598,21110
80599,19820
80600,21250
80601,20470
80602,22290
80603,21610
80604,s
80605,22800
80606,20170
80607,26620
80609,21220
80611,23860
80613,21270
80614,20250
80615,23280
80616,21460
80617,26010
80618,21200
80619,22690
80620,18800
80621,20690
80622,21600
80623,21770
80624,28270
80625,22670
80626,25120
80627,28320
80628,22090
80629,20780
80630,20910
80631,19830
80632,26410
80633,22480
80634,25240
80635,18540
80637,23060
80638,21160
80639,24370
80640,21170
80642,20590
80643,27130
80644,21870
80645,21870
80646,s
80647,21180
80648,17110
80649,21910
80650,26640
80651,20140
80652,22790
80654,23490
80655,22500
80656,23880
80657,23990
80658,18900
80659,21900
80661,25340
80662,20720
80663,18710
80664,22440
80665,22810
80666,s
80667,22230
80668,24450
80669,22080
80670,25460
80671,20460
80672,23010
80673,24520
80674,22960
80675,21720
80676,22620
80677,20390
80678,22200
80679,21160
80680,19950
80681,24480
80682,25550
80683,23050
80684,24430
80685,18970
80686,24930
80687,22080
80688,20290
80690,28720
80691,23020
80692,20950
80693,22170
80694,23480
80695,18720
80696,31270
80697,s
80698,24310
80699,21990
80700,22030
80701,22010
80702,35520
80703,21430
80704,27040
80705,s
80706,19370
80707,s
80708,24270
80709,19050
80710,21130
80711,18490
80713,24960
80714,22550
80716,22730
80717,25590
80718,23500
80719,s
80721,23260
80722,26050
80723,26570
80724,24530
80725,26820
80726,25110
80728,s
80729,22820
80730,28130
80732,20510
80733,21690
80734,22610
80735,24790
80736,22540
80737,18270
80738,24660
80740,25140
80741,22950
80742,s
80743,22860
80744,s
80746,26500
80747,21970
80748,19080
80749,20550
80750,23680
80751,25230
80752,27990
80753,21080
80754,22990
80755,21680
80756,s
80757,25950
80758,23510
80759,22660
80760,23390
80762,21270
80763,21850
80764,22320
80765,21620
80766,22370
80767,21850
80769,22990
80770,20960
80771,s
80773,s
80774,25950
80775,22480
80776,21290
80777,20860
80778,23660
80779,23070
80780,21980
80781,22230
80782,25800
80783,s
80784,24690
80785,25710
80786,22080
80787,s
80788,21320
80789,19830
80790,22750
80791,27060
80792,26110
80793,24070
80794,s
80795,21930
80796,20910
80797,21840
80798,27000
80799,24000
80800,23370
80801,22390
80802,21680
80803,23170
80804,23650
80805,25940
80806,20990
80807,21880
80808,20320
80809,22500
80810,19540
80811,21530
80812,24400
80813,s
80814,23290
80815,21980
80819,s
80820,22290
80821,19730
80822,21290
80823,23880
80824,23200
80825,18630
80826,22610
80827,19810
80828,s
80829,s
80830,22300
80832,18100
80833,22070
80834,22130
80835,29140
80836,24820
81001,25020
81002,21090
81003,20370
81004,21650
81005,19770
81006,23590
81007,s
81008,20470
81009,s
81010,20940
81011,23980
81012,s
81013,21140
81014,19600
81015,s
81016,18010
81017,18170
81018,23520
81019,18670
81020,22610
81021,18530
81022,29020
81023,17970
81024,21770
81025,28740
81026,22060
81027,23630
81028,17220
81029,24090
81030,23950
81031,22380
81032,21670
81033,19270
81034,18090
81035,21170
81036,23140
81037,20980
81038,23900
81039,21110
81040,20420
81041,s
81042,22910
81043,22350
81044,21780
81045,17840
81046,23820
81047,18870
81048,21390
81049,20930
81050,24320
81051,20900
81052,25670
81053,19730
81054,23650
81055,19370
81056,21910
81058,23980
81059,24090
81060,19350
81061,24220
81062,19120
81063,24500
81064,21490
81065,20940
81066,21450
81067,22220
81068,23080
81069,19430
81070,23620
81071,s
81072,s
81073,22500
81074,24140
81075,22090
81076,22200
81077,17700
81078,21040
81079,23140
81080,s
81081,21630
81082,s
81083,19260
81084,21870
81085,s
81086,16270
81087,24000
81088,22900
81089,18880
81090,22910
81092,24050
81093,23770
81094,s
81095,s
81096,20800
81097,25590
81098,25380
81099,20780
81100,22920
81101,22310
81102,25450
81103,21170
81104,25680
81105,18800
81106,25130
81108,21970
81109,21980
81110,s
81111,s
81112,23550
81114,24090
81115,17620
81116,24120
81117,22450
81118,25400
81119,20890
81120,21070
81121,18140
81122,s
81123,s
81124,21900
81125,17220
81126,24360
81127,21740
81128,21740
81129,19460
81130,22790
81131,24610
81132,21250
81133,24160
81134,s
81135,s
81136,23810
81137,s
81138,21280
81139,22500
81140,22770
81141,20280
81142,22090
81143,22110
81144,22770
81145,22120
81146,20180
81147,21980
81148,s
81149,24060
81150,28100
81151,21700
81152,23060
81154,s
81156,24090
81157,26340
81158,16780
81159,25530
81160,20890
81161,19730
81162,25240
81163,19140
81164,25560
81165,19270
81166,s
81167,s
81168,20780
81169,s
81170,21810
81171,23840
81172,s
81173,26750
81174,21780
81175,20280
81176,s
81177,23330
81178,22450
81179,24220
81180,19490
81181,22670
81182,20100
81183,20730
81184,s
81185,23320
81186,19570
81187,22090
81188,23150
81189,25180
81190,21950
81191,20140
81192,19590
81193,21100
81195,25080
81196,22710
81197,21890
81198,23550
81199,19830
81200,21450
81201,21380
81202,24610
81203,19590
81204,22520
81205,22020
81206,20360
81207,s
81208,24370
81209,22740
81210,20730
81211,22820
81212,23420
81213,s
81214,25990
81215,23540
81216,19600
81217,19500
81218,25950
81219,21510
81220,23190
81221,18110
81222,21240
81223,s
81224,16440
81225,23330
81227,20930
81228,25330
81229,25670
81230,22620
81231,21350
81232,23700
81233,21490
81234,s
81235,23890
81236,24940
81237,22440
81238,20420
81239,21520
81240,s
81242,21680
81243,22750
81244,18710
81245,16400
81246,19820
81247,16990
81248,22650
81249,21050
81250,22710
81251,22110
81252,25050
81253,22910
81254,21300
81255,28420
81256,s
81257,20770
81258,21690
81259,22010
81261,25800
81262,22450
81263,18880
81264,s
81265,s
81266,21630
81267,19040
81268,s
81269,21050
81270,23410
81271,24520
81272,18250
81273,23070
81274,25070
81275,19630
81276,20360
81277,21790
81278,20560
81279,19450
81280,19960
81281,22270
81282,s
81283,22670
81284,22450
81285,21060
81286,21860
81287,21950
81288,21250
81289,21550
81290,21160
81291,22280
81292,20590
81293,22670
81294,24150
81295,19600
81297,25470
81298,25870
81299,23340
81300,20670
81302,s
81303,19950
81304,20380
81305,18560
81306,22000
81307,21800
81308,20910
81309,16800
81310,27950
81311,22420
81312,21050
81313,21350
81314,19960
81315,22920
81316,20590
81317,22070
81318,22860
81319,23660
81320,20790
81321,s
81322,20090
81323,24160
81324,25780
81325,23600
81326,25110
82001,22150
82002,21070
82003,22210
82004,20990
82005,23720
82006,s
82007,19560
82008,21660
82009,s
82010,22340
82011,21210
82012,20930
82013,20530
82014,24230
82015,23190
82016,22380
82017,24800
82018,22710
82019,22740
82020,22250
82021,21790
82022,16950
82023,21590
82024,22510
82025,23430
82026,21520
82027,23920
82028,25260
82029,22530
82030,19420
82031,20400
82032,20130
82033,19970
82034,18050
82035,22620
82036,19500
82037,19900
82038,19790
82039,21340
82040,22140
82041,19550
82042,18820
82043,21390
82044,23660
82045,21870
82046,s
82047,s
82048,23120
82049,22400
82050,23020
82051,20130
82052,22170
82053,22380
82054,21260
82055,20790
82056,20420
82057,25600
82058,22090
82059,20090
82060,17780
82061,18320
82062,22080
82063,20560
82064,22420
82065,24110
82066,23070
82067,s
82068,22170
82069,20030
82070,s
82071,s
82072,21940
82073,22920
82074,21560
82075,23580
82076,22720
82077,18950
82078,20770
82079,21240
82080,21490
82081,21010
82082,19330
82083,20180
82084,22010
82085,22880
82086,21270
82087,21300
82088,19150
82089,20150
82090,23030
82091,23590
82092,20520
82093,20310
82094,19890
82095,20420
82096,20900
82097,20920
82098,24530
82099,21190
82100,20310
82101,19440
82102,19410
82103,23790
82104,21620
82105,21950
82106,21570
82107,s
82108,22030
82109,22220
82110,21670
82111,19750
82112,19200
82113,20340
82114,23400
82115,20810
82116,17790
82117,19300
82118,21610
82119,21990
82120,21720
82121,21630
82122,20110
82123,22800
82124,23110
82125,22180
82126,22930
82127,20890
82128,19970
82129,20940
82130,24200
82131,21350
82132,21000
82133,s
82134,21280
82135,22830
82136,22400
82137,18760
82138,22360
82139,23750
82140,23050
82141,19340
82142,25360
82143,s
82144,21520
82145,21010
82146,s
82147,19940
82148,20110
82149,21240
82150,23720
82151,22480
82152,20760
82153,21980
82154,20860
82155,18920
82156,20970
82157,20820
82158,23910
82159,22720
82160,22990
82161,22980
82162,21720
82163,s
82164,20970
82165,22740
82166,22260
82167,24590
82168,20200
82169,21410
82170,19710
82171,21850
82172,19060
82173,21120
82174,21730
82175,22280
82176,23340
82177,18920
82178,24470
82179,20290
82180,21760
82181,20880
82182,18690
82183,20260
82184,21640
82185,20490
82186,20040
82187,17910
82188,23550
82189,20530
82190,22480
82191,18220
82192,22910
82193,23410
82194,22620
82195,23050
83001,28520
83002,18790
83003,22790
83004,22470
83005,21540
83006,24950
83007,20730
83008,25060
83009,26210
83010,18130
83011,19510
83012,20010
83013,20750
83014,20260
83015,21600
83016,25180
83017,24760
83018,23400
83019,24590
83020,s
83021,22970
83022,s
83023,19980
83025,23700
83026,21560
83027,29800
83028,22700
83029,25910
83030,23420
83031,22860
83032,21290
83033,22340
83034,27440
83035,24620
83036,23690
83037,23160
83038,20820
83039,28000
83040,s
83041,20520
83042,21630
83043,21650
83044,19740
83045,19240
83046,22790
83047,25280
83048,24010
83049,23860
83050,21510
83051,20560
83052,20400
83053,25580
83054,25000
83055,23170
83056,23630
83057,22800
83058,24580
83059,23670
83060,19630
83061,21960
83062,23560
83063,20490
83064,25010
83065,25130
83066,23560
83067,21490
83068,24650
83069,22960
83070,22300
83071,24260
83072,23200
83073,20810
83074,19310
83075,22530
83076,22970
83077,24130
83078,22520
83079,25060
83080,22370
83081,25850
83082,18960
83083,21430
83084,19330
83085,23620
83086,21040
83087,25930
83088,25050
83089,23980
83090,25060
83091,25560
83092,21900
83093,24970
83094,23570
83095,21870
83096,23910
83097,27540
83098,25660
83099,23250
83100,22840
83101,25940
83102,21690
83103,27590
83104,22940
83105,s
83106,24780
83107,24940
83108,23460
83109,20580
83110,24190
83111,23430
83112,26690
83113,22610
83114,21480
83115,23540
83116,24490
83117,25180
83118,25010
83119,25990
83120,25990
83121,20890
83122,22080
83123,26150
83124,21670
83125,24890
83126,21400
83127,23520
